1,1914,5
1,2156,5
1,1636,5
1,2062,5
1,2324,5
1,2236,5
1,1667,5
1,2084,5
1,2249,5
1,1881,5
1,2300,5
1,2079,5
1,2372,5
1,2042,5
1,1682,5
1,2424,5
1,2756,5
1,2068,5
1,1953,5
1,1671,5
1,2705,5
1,1989,5
1,2548,5
1,2736,5
1,2598,5
1,2310,5
1,2163,5
1,2261,5
1,1733,5
1,2176,5
1,4205,5
1,2630,5
1,1645,5
1,2512,5
1,2397,5
1,2106,5
1,2730,5
1,1851,5
1,2420,5
1,2478,5
1,1762,5
1,4268,5
1,2711,5
1,2132,5
1,2451,5
1,2291,5
1,1934,5
1,2539,5
1,2225,5
1,2137,5
1,2662,5
1,2184,5
1,2018,5
1,2190,5
1,2614,5
1,1994,5
1,1927,5
1,2678,5
1,1664,5
1,2643,5
1,2046,5
1,4238,5
1,2443,5
1,1647,5
1,2002,5
1,2718,5
1,2752,5
1,2535,5
1,2416,5
1,2381,5
1,2072,5
1,2119,5
1,2216,5
2,2184,5
2,2190,5
2,2623,5
2,2261,5
2,2310,5
2,2490,5
2,2132,5
2,2196,5
2,1733,5
2,2057,5
2,1953,5
2,2106,5
2,1686,5
2,2756,5
2,2316,5
2,4221,5
2,2018,5
2,2268,5
2,2125,5
2,2341,5
2,1922,5
2,2711,5
2,2245,5
2,1667,5
2,1888,5
2,2023,5
2,2062,5
2,2416,5
2,2375,5
2,1728,5
2,2372,5
2,2705,5
2,2577,5
2,4231,5
2,4251,5
2,2528,5
2,2647,5
2,1983,5
2,2166,5
2,2730,5
2,1927,5
2,2508,5
2,1682,5
2,2512,5
2,2225,5
2,1881,5
2,2560,5
2,2206,5
2,4205,5
2,2255,5
2,1671,5
2,4238,5
2,1680,5
2,4289,5
2,2236,5
2,1966,5
2,2111,5
2,2046,5
2,2718,5
2,2363,5
2,2662,5
2,2163,5
2,2389,5
2,2013,5
2,2232,5
2,2552,5
2,1874,5
2,1724,5
2,1941,5
2,1830,5
2,1783,5
2,1722,5
2,1664,5
2,1826,5
2,2381,5
2,2278,5
2,2348,5
2,2151,5
2,2451,5
2,2736,5
2,2535,5
2,2030,5
2,1647,5
2,2478,5
2,1994,5
2,4153,5
2,2101,5
2,2598,5
2,2249,5
2,2504,5
2,1707,5
2,1815,5
2,1636,5
2,2563,5
2,2355,5
2,2079,5
2,4285,5
2,2752,5
2,2216,5
2,4138,5
2,1684,5
2,1851,5
2,2643,5
2,2275,5
2,1640,5
2,4268,5
2,1858,5
2,2096,5
2,2008,5
2,2458,5
2,2443,5
2,2773,5
2,2420,5
2,1903,5
2,2397,5
2,2300,5
2,1835,5
2,2286,5
2,2089,5
2,2524,5
2,1861,5
2,2399,5
2,2212,5
2,1989,5
2,2176,5
2,2682,5
2,2614,5
2,1974,5
2,2137,5
2,1638,5
2,2291,5
2,2324,5
2,1645,5
2,2548,5
2,2335,5
2,2143,5
2,1705,5
2,1947,5
2,2051,5
2,1910,5
2,2696,5
2,1766,5
2,2072,5
2,1771,5
2,1703,5
2,1777,5
2,4187,5
2,2068,5
2,1749,5
2,2394,5
2,2588,5
2,1846,5
2,4164,5
2,2439,5
2,2156,5
2,2002,5
2,2042,5
2,1867,5
2,1743,5
2,2410,5
2,1914,5
2,1790,5
2,1762,5
2,2430,5
2,1895,5
2,1960,5
2,4107,5
2,1754,5
2,2424,5
3,2535,5
3,4268,5
3,2042,5
3,1815,5
3,1830,5
3,2190,5
3,4238,5
3,2416,5
3,4289,5
3,2089,5
3,1888,5
3,2410,5
3,2291,5
3,2101,5
3,2394,5
3,2678,5
3,4251,5
3,2084,5
3,2504,5
3,2397,5
3,1722,5
3,2143,5
3,2623,5
3,2773,5
3,2451,5
3,1881,5
3,1762,5
3,2212,5
3,4153,5
3,2705,5
3,1783,5
3,4205,5
3,2300,5
3,2324,5
3,1647,5
3,1766,5
3,2752,5
3,1989,5
3,2590,5
3,1835,5
3,2478,5
3,1941,5
3,1914,5
3,1861,5
3,1867,5
3,1684,5
3,2278,5
3,2682,5
3,2068,5
3,1858,5
3,2458,5
3,1910,5
3,1903,5
3,4187,5
3,2341,5
3,2245,5
3,1771,5
3,2443,5
3,2002,5
3,1686,5
3,1645,5
3,1640,5
3,2524,5
3,1927,5
3,2018,5
3,2647,5
3,2079,5
3,2372,5
3,2381,5
3,2475,5
3,2151,5
3,2232,5
3,2389,5
3,2730,5
3,1636,5
3,1846,5
3,2375,5
3,2286,5
3,2662,5
3,2111,5
3,2008,5
3,1851,5
3,2038,5
3,2206,5
3,1895,5
3,2184,5
3,1680,5
3,2348,5
3,1664,5
3,1826,5
3,1777,5
3,2508,5
3,2196,5
3,1947,5
3,2310,5
3,1966,5
3,1749,5
3,2614,5
3,2630,5
3,1705,5
3,2166,5
3,4231,5
4,2245,5
4,1686,5
4,2042,5
4,2590,5
4,2079,5
4,1881,5
4,4231,5
4,2341,5
4,2614,5
4,1636,5
4,2458,5
4,1826,5
4,1667,5
4,2291,5
4,2563,5
4,1749,5
4,2348,5
4,2475,5
4,1830,5
4,2539,5
4,2038,5
4,1858,5
4,1934,5
4,2430,5
4,2261,5
4,2278,5
4,2355,5
4,2756,5
4,2490,5
4,2156,5
4,2647,5
4,1895,5
4,1647,5
4,2096,5
4,1771,5
